idiom_word,idiom_meaning
শনির দশা,দুর্দশা
শনৈঃশনৈঃ,ক্রমেক্রমে
শবরীর প্রতিক্ষা,দীর্ঘ অপেক্ষা
শম্বুকগতি,অতি ধীরগতি
শয়ে শয়ে,বহুসংখ্যক
শয়তানের সারোগেট সন্তান,শয়তানের প্রতিনিধি
শয়তানের হাঁড়ি,চুড়ান্ত শয়তান
শরতের শিশির,সুদিনের বন্ধু
শরীর পাত করা,শরীর ক্ষয় করা
শর্টকাট,সংক্ষিপ্ত পথ
শর্ট সাইটেড,দূরদৃষ্টিহীন
শর্মা,ব্যক্তিবিশেষ
শশব্যস্ত,অতি ব্যস্ত
শস্তার তিন অবস্থা,শস্তা জিনিসের খারাপ গুণ
শাঁখের করাত,উভয়সঙ্কট
শাঁস,সারপদার্থ
শাক দিয়ে মাছ ঢাকা,অপরাধ ঢাকার চেষ্টা
শাকে বালি,আশায় বিঘ্ন
শাখামৃগ,বানর
শানকির ওপর বজ্রাঘাত,নগণ্যের ওপর বিরাট আঘাত
শানাইয়ের পোঁ,অন্ধভাবে সায় দেওয়া
শান্তশিষ্ট লেজবিশিষ্ট,ভদ্র কিন্তু দুষ্টু ছেলে
শান্তিপুরি ভদ্রতা,মৌখিক ভদ্রতা
শাপে বর,অনিষ্ট থেকে ইষ্ট লাভ
শামুক দিয়ে পুকুর সেঁচা,অসম্ভব কাজের প্রয়াস
শাল,করুণ যন্ত্রণা
শালগ্রাম,বিষ্ণুর প্রতীক প্রস্তর
শালগ্রামের শোয়া-বসা,বিশেষত্ববিহীন অবস্থান
শালুক চিনেছে গোপালঠাকুর,গুণ অনুযায়ী পছন্দ
শাস্ত্রে আছে,অযৌক্তিক কাজের সমর্থন
শাস্ত্রে নেই,যৌক্তিক কাজে বাধা
শিং দেখানো,আক্রমণের ভীতি প্রদর্শন
শিং ভেঙে বাছুরের দলে,তরুণদের সঙ্গে মেশা
শিকড় গাড়া,পাকাপাকি অবস্থান
শিকড়ের টান,জন্মভূমির আকর্ষণ
শিকলকাটা পাখি,স্বাধীন মানসিকতার ব্যক্তি
শিকে ছেঁড়া,ভাগ্য প্রসন্ন হওয়া
শিকেয় ওঠা,স্থগিত থাকা
শিকেয় তুলে রাখা,মুলতবি রাখা
শিখণ্ডী,অন্যায়ের আড়াল
শিখণ্ডী খাড়া,অন্যায়ের প্রস্তুতি
শিঙে ফোঁকা,মারা যাওয়া
শিব গড়তে বানর গড়া,ভালো করতে গিয়ে মন্দ করা
শিবনেত্র,মৃত্যু আসন্ন
শিবরাত্রির সলতে,একমাত্র সন্তান
শিবহীন যজ্ঞ,মূল ব্যক্তি বাদ দেওয়া
শিবের অসাধ্য,সর্বতোভাবে অসম্ভব
শিবের কন্যা শিবকে দান,গাঁজাখোর জামাই নির্বাচন
শিবের তাণ্ডব নৃত্য,প্রচণ্ড লাফালাফি
শিমুল গাছে গা ঘষা,নিজের ক্ষতি করা
শিমুলফুল,গুণহীন সুন্দর ব্যক্তি
শিয়রে সমন,মরণ আসন্ন
শিয়াল,ধূর্ত ব্যক্তি
শিয়ালপণ্ডিত,মূর্খ কিন্তু চতুর
শিয়ালের ডাক,একের সুরে সবার সুর
শিয়ালের যুক্তি,অকেজো যুক্তি
শিরদাঁড়া সোজা রাখা,নির্ভীক থাকা
শিরশিরানি,ভয়ে আতঙ্কগ্রস্থ হওয়া
শিরঃপীড়া,দুশ্চিন্তার বিষয়
শিরায়-শিরায়,রক্তের প্রতিটি কোণে
শিরে বজ্রাঘাত,আকস্মিক বিরাট আঘাত
শিরে সংক্রান্তি,বিপদ আসন্ন
শিরে সর্পাঘাত,অপ্রতিবিধানযোগ্য বিপদ
শিরোধার্য্য,অবশ্য পালনীয়
শিশ্নোদরপরায়ণ,কাম ও উদরতৃপ্তির লক্ষ্য
শীতের কম্বল,অবশ্য প্রয়োজনীয় বস্তু
শুঁড়ির কান নেই,মাতালের কদর্য উক্তি
শুঁড়ির সাক্ষী মাতাল,অসৎ ব্যক্তির সমর্থক
শুকনো কথায় চিঁড়ে ভেজে না,মুখের কথায় কাজ হয় না
শুকনো কাঠে ব্রহ্মশাপ,বৃথা চেষ্টা
শুনশান,নিস্তব্ধ
শুভঙ্করের ফাঁক,হিসাবের গোলমাল
শুভংকরের ফাঁকি,হিসাবে ধোঁকা দেওয়া
শুভরাত্রি,রাত্রির শুভকামনা
শুম্ভ-নিশুম্ভের লড়াই,উভয়ের নাশের লড়াই
শুয়ে শুয়ে লেজ নাড়া,আলস্যে সময় নষ্ট করা
শুয়োরের গোঁ,ভীষণ জেদ
শূন্য থেকে মহাশূন্যে লাফ,অভাবনীয় সাফল্য
শূন্যে প্রাসাদ গড়া,অলীক সুখকল্পনা
শূন্যপাণি,বিপত্নীক
শূন্য ভট্টাচার্য,গুণহীন ব্রাহ্মণ
শূলে চড়ানো,সব দোষের ভাগী করা
শেওড়াগাছের পেত্নী,কুৎসিত নারী
শেওড়াতলার চক্রবর্তী,অপদার্থ ব্যক্তি
শেয়াকুল,নাছোড়বান্দা লোক
শেয়ানা পাগল,পাগলামির ভানকারী
শেষ কথা,আলোচনার ইতি
শেষদশা,মরণ
শেষমুহূর্ত,চলে যাওয়ার সময়
শেষমেষ,অবশেষে
শেষরক্ষা,সম্মান বাঁচানো
শেষাশেষি,প্রায় শেষের সময়
শেষের ঘণ্টা,ধ্বংস আসন্ন
শোধবোধ,হিংসা ও প্রতিহিংসা
শোনা কথা,অপ্রমাণিত কথা
শোয়া-বসা,বসবাস
শ্মশানপুরী,জনশূন্য স্থান
শ্মশান বৈরাগ্য,সাময়িক বৈরাগ্য
শ্মশানের শান্তি,ভয়ঙ্কর নীরবতা
শ্যাম রাখি কি কুল রাখি,উভয়সংকটে পড়া
শ্যামের খুঁটি,বলিষ্ঠ লোক
শ্যেনদৃষ্টি,তীক্ষ্ণ দৃষ্টি
শ্বশুরবাড়ী,আরামের স্থান
শ্বেতচামর আর কোষ্টাপাট,দেখতে গুণে ফারাক
শ্বেতহস্তী পোষা,অপ্রয়োজনে ব্যয়
শ্রাদ্ধ,অযথা অর্থের অপচয়
শ্রাদ্ধ করা,মৃত্যু ঘটিয়ে শ্রাদ্ধ সম্পন্ন করা
শ্রাদ্ধ গড়ানো,অবাঞ্ছিত ব্যাপার দীর্ঘস্থায়ী হওয়া
শ্রাদ্ধের চাল চড়ানো,শত্রুনাশের উদ্যোগ
শ্রীঘর,কারাগার
শ্রীচরণকমল,পূজ্য ব্যক্তির চরণ
শ্রীপঞ্চমী,সরস্বতীপূজার তিথি
ষট্কর্ণ,তৃতীয় ব্যক্তির কান
ষট্কর্ণে মন্ত্রভেদ,গোপন মন্ত্রণা ফাঁস
ষড়যন্ত্র,ক্ষতিকর পরিকল্পনা
ষড়রিপু,শরীরের ছয় শত্রু
ষণ্ডামার্কা,গুন্ডাপ্রকৃতির লোক
ষত্ব-ণত্ব জ্ঞান,সাধারণ কাণ্ডজ্ঞান
ষষ্টীর দাস,ষষ্টীর কৃপাধন্য ব্যক্তি
ষাঁড়,গোঁয়ার ব্যক্তি
ষাঁড়াষাঁড়ি বান,প্রবল বন্যা
ষাঁড়ে ষাঁড়ে যুদ্ধ,সমান শক্তির লড়াই
ষাঁড়ের গোঁ,অত্যধিক জেদ
ষাঁড়ের গোবর,অপদার্থ ব্যক্তি
ষাঁড়ের ডালনা,অযোগ্য ব্যক্তি
ষাঁড়ের বুদ্ধি,বুদ্ধিহীন
ষাটের কোলে,বয়স বেশি
ষেটের বাছা ষষ্টীদাস,অপদার্থ ব্যক্তি
ষোড়শোপচার,পূজার ষোলো উপকরণ
ষোল আনা,পুরোপুরি
ষোলআনাই উসুল,পুরোটা আদায়
ষোলআনা বাজিয়ে নেওয়া,সবদিক যাচাই করা
ষোলআনা ভূয়া,সম্পূর্ণ অসার
ষোলো আনা মালিক,সম্পূর্ণ মালিক
ষোলকড়াই কানা,সম্পূর্ণ বিনষ্ট
ষোলকলা,সম্পূর্ণ
ষোলকলা পূর্ণ,সব বদগুণের অধিকারী
সংসারক্ষেত্র,পুরুষের কর্মজীবন
সংসার চালানো,দৈনন্দিন জীবন নির্বাহ
সংসারধর্ম,গার্হস্থ্য জীবন
সংসার পাতা,বিয়ে করে ঘরকন্না শুরু
সংসারবন্ধন,পার্থিব জীবনের বন্ধন
সংসার বৈরাগ্য,পার্থিব জীবনে অনাসক্তি
সংসারী,অত্যন্ত হিসাবি লোক
সই সাঙ্গাতি,পাতানো বন্ধু
সওয়াল-জবাব,প্রশ্নোত্তর
সকল গুণের গুণমণি,সব বদগুণের অধিকারী
সকাল সকাল,তাড়াতাড়ি
সক্কলে,সকলে
সক্কালবেলা,অতি প্রত্যুষে
সটে-পটে,ষড়যন্ত্র
সঙ্গদোষ,কুসঙ্গের দোষ
সঙ্গে সঙ্গে,তৎক্ষণাৎ
সচরাচর,সাধারণত
সড় করা,ষড়যন্ত্র করা
সড়গড়,মুখস্থ
সড়সড়,দ্রুত গমন
সৎসাহস,ন্যায্য কথা বলার সাহস
সতীলক্ষ্মী,সাধ্বী ও সুলক্ষণা স্ত্রী
সতীসাবিত্রী,সাধ্বী স্ত্রী
সত্যবাদী যুধিষ্ঠির,মিথ্যাবাদী
সত্য সত্য সত্য,নিঃসন্দেহ
সদর অন্দর,প্রকাশ্য ও অপ্রকাশ্য
সদানন্দ,সর্বদা আনন্দময়
সদাশিব,সর্বদা প্রফুল্ল
সদ্য-সদ্য,তৎক্ষণাৎ
সনির্বন্ধ,অতিশয় আগ্রহী
সন্দংশযন্ত্রণা,নরকযন্ত্রণা
সন্দেশের খোসা ফেলে খাওয়া,খুঁতখুঁতানি
সন্ধ্যা,অবসানকাল
সন্ধ্যাপ্রদীপ,সন্ধ্যায় দেবতার প্রদীপ
সন্নিপাতের তৃষ্ণা,অতৃপ্ত তৃষ্ণা
সপাসপ,দ্রুত খাওয়া শেষ করা
সপিণ্ডীকরণ,মৃত্যুর শ্রাদ্ধ
সপ্তকাণ্ড রামায়ণ,বিরাট ব্যাপার
সপ্তমে চড়া,উচ্চস্বরে
সফরীর ফরফরানি,অল্পজ্ঞানীর বিদ্যা জাহির
সফট ড্রিংক,কোমল পানীয়
সব কাজের কেষ্টা,সবকাজে অল্প জানা
সবজান্তা,কিছু না জানা
সব ব্যঞ্জনের হলুদ গুঁড়ো,অপরিহার্য
সব শেয়ালের এক রা,সকলের একই কথা
সবসুদ্ধ,সর্বসমেত
সব হাটের হেটো,সবজান্তা লোক
সবান্ধবে,বন্ধুবান্ধব সহ
সবুজবাতি,অনুমোদন
সবুরে মেওয়া ফলে,ধৈর্যে সুফল
সবে ধন নীলমণি,একমাত্র সম্বল
সবেমাত্র,এইমাত্র
সব্যসাচী,উভয় হাতে দক্ষ
সব্বাই,সকলে
সভ্যতাভিমানী,ভদ্র বলে গর্বকারী
সময় নাই অসময় নাই,যখন তখন
সময়ে সময়ে,একেক সময়
সময়ের একফোঁড় অসময়ের দশফোঁড়,সময়ে না করলে কষ্ট
সমুদ্রে ঝাঁপ দেওয়া,বিপদে পড়া
সমুদ্রে বিন্দুপাত,অকিঞ্চিৎকর
সমুদ্রের ঢেউ গোনা,অনর্থক কালহরণ
সরগরম,জমজমে
সরে-জমিন,ঘটনাস্থল
সরফরাজি,অনাধিকার কর্তৃত্ব
সরস্বতীর বরপুত্র,বিদ্বান ব্যক্তি
সরষের মধ্যে ভূত,আসলে দুষ্ট
সরানো,চুরি করা
সরাসরি,সোজাসুজি
সরেজমিন তদন্ত,ঘটনাস্থল তদন্ত
সরে পড়া,পলায়ন করা
সর্দারি,মাতব্বরি
সর্পে রজ্জুভ্রম,ভুল ধারণা
সর্বংসহা ধরিত্রী,অসীম সহ্যশক্তি
সর্বঘটের কাঁঠালীকলা,অপরিহার্য
সর্বদেবময়োহতিথি,পূজনীয় অতিথি
সর্বভূত,সকল প্রাণী
সর্বেসর্বা,সর্বময় কর্তা
সর্ষে ফুল দেখা,দিশেহারা হওয়া
সলতে পাকানো,প্রস্তুতি শুরু
সলাপরামর্শ,কুপরামর্শ
সলিলসমাধি,অপূরণীয় ক্ষতি
সশরীরে,স্বয়ং
সসেমিরা,প্রতিকারহীন অবস্থা
সস্তায় কিস্তিমাত,কম খরচে কার্যোদ্ধার
সস্তার তিন অবস্থা,সস্তা জিনিসের খারাপ গুণ
সহজসরল,জটিলতাশূন্য
সহস্রধারা,অজস্রধারা
সহি সালামত,নিরাপদ
সাঁই সাঁই করে দৌড়,দ্রুত দৌড়
সাঁকো নাড়ানো,দুষ্কর্ম করা
সাঁঝবাতি,সন্ধ্যায় দেবতার প্রদীপ
সাঁড়াশী আক্রমণ,উভয়দিক থেকে আক্রমণ
সাঁতার জল,গভীর জল
সাক্ষাৎ,মূর্তিমান
সাক্ষীগোপাল,নিষ্ক্রিয় দর্শক
সাগর,বিরাট আধার
সাগরসেঁচা মাণিক,মহামূল্যবান বস্তু
সাঙ্গাত,মন্দকাজের সহচর
সাঙ্গোপাঙ্গ,অনুবর্তীগণ
সাজগোছ,পরিহিত বেশ
সাজসরঞ্জাম,পোশাক ও উপকরণ
সাজানো কথা,মনগড়া কথা
সাজের লাঠি,অকেজো বস্তু
সাড়াশব্দ,মানুষের আওয়াজ
সাড়ে চুয়াত্তর,অন্যের পত্র খোলার নিষেধ
সাড়ে বত্রিশ ভাজা,মুখরোচক খাবার
সাড়ে সাতি,শনির দশা
সাত কথা শোনানো,কটু কথা বলা
সাত কথার এক কথা,সার কথা
সাতকাণ্ড রামায়ণ,বিরাট গল্প
সাতকাহন,অপ্রয়োজনীয় বর্ণনা
সাতখান করে লাগানো,অতিরঞ্জিত ভাঙচি
সাতখুন মাপ,অত্যধিক প্রশ্রয়
সাতগেঁয়ের কাছে মামদোবাজী,চালাকের কাছে নিস্ফল চাতুরী
সাতঘাটের কড়ি,অভিজ্ঞ ব্যক্তি
সাতঘাটের কানা কড়ি,সাধারণ জ্ঞান
সাতঘাটে ঘটি ডোবানো,সব বিষয়ে হস্তক্ষেপ
সাতঘাটের জল এক করা,বিরুদ্ধ শক্তির মিলন
সাতঘাটের জল খাওয়া,নাকাল হওয়া
সাত চড়ে মশা মারা,হইচই করে ছোট কাজ
সাত চড়ে রা নেই,অত্যন্ত নিরীহ
সাতজন্মে,কোনোকালে
সাত তাড়াতাড়ি,খুব তাড়াতাড়ি
সাত নকলে আসল খাস্তা,আসল বিকৃত হওয়া
সাতনরি,সাত প্যাঁচওয়ালা
সাতপাঁচ,অগ্রপশ্চাৎ
সাতপুরুষ,সুদীর্ঘকাল
সাতবার খেয়ে একাদশী,মেকি আচার
সাত রাজার ধন মাণিক,আদরের সন্তান
সাত সকাল,খুব সকাল
সাত সতীনের ঘর,কলহপূর্ণ সংসার
সাত সমুদ্র তের নদী পার,বহু দূর
সাত-সতেরো,নানা কথা
সাতে-পাঁচে নেই,নির্লিপ্ত
সাতেও হ্যাঁ পাঁচেও হ্যাঁ,সব বিষয়ে সম্মতি
সাদাকে কালো বলা,মিথ্যা কথা বলা
সাদাকে সাদা বলা,সত্য কথা বলা
সাদা চামড়া,ইউরোপের অধিবাসী
সাদা চোখ,অনাবিল দৃষ্টি
সাদা দিল,সরল মন
সাদামাঠা,কারুকার্যহীন
সাদাসাপটা,সাধারণ
সাদাসিধা,নিরীহ
সাদা হাতী পোষা,অপ্রয়োজনীয় ব্যয়
সাধ করে শাল নেওয়া,ইচ্ছায় বিপদ ডেকে আনা
সাধাসাধি,অনুনয়-বিনয়
সাধুসঙ্গ,সৎলোকের সাহচর্য
সাধু সাবধান,আগাম সতর্কীকরণ
সাধে কি বাবা বলে,চাপে নতিস্বীকার
সাধ্যসাধনা,অনুনয়-বিনয়
সানকির ওপর বজ্রাঘাত,নগণ্যের ওপর বিরাট আঘাত
সানাইয়ের পোঁ,অন্ধ সমর্থনকারী
সাপও মরে লাঠিও না ভাঙে,বিনাক্ষতিতে কার্যসিদ্ধি
সাপকে পোষ মানানো,শত্রুকে নিয়ন্ত্রণ
সাপখোপ,সাপ ও সরীসৃপ
সাপুড়ের সাপে ভয়,সাহসীর দ্বিধা
সাপে-নেউলে সম্পর্ক,চির-শত্রুতা
সাপের ছুঁচো গেলা,উভয়সঙ্কট
সাপের গালে চুমু,ধান্ধাবাজি
সাপের পাঁচ-পা,অস্তিত্বহীন বস্তু
সাপের পাঁচ পা দেখা,অসম্ভব কল্পনা
সাপের লেজে পা দেওয়া,বিপজ্জনক ব্যক্তিকে বিরক্ত করা
সাপের হাঁচি,দুর্জনের অভিসন্ধি
সাপের হাঁচি বেদেয় চেনে,দুষ্টের গতিবিধি বোঝা
সাপের হাঁড়ি,কোপনস্বভাব নারী
সাফ-সাফ কথা,স্পষ্ট কথা
সাফাই গাওয়া,নির্দোষিতা প্রমাণ
সাবড়ে দেওয়া,খেয়ে শেষ করা
সাবধানের মার নেই,সাবধানে ক্ষতি নেই
সামনাসামনি,সম্মুখে
সার কথা,বক্তব্যের নির্যাস
সারস্বত সমাজ,পণ্ডিতসমাজ
সালতামামি,পুঙ্খানুপুঙ্খ বিবরণ
সাষ্টাঙ্গ প্রণাম,উপুড় হয়ে প্রণাম
সিঁদুরে মেঘ,বিপদের আশঙ্কা
সিংহচর্মাবৃত গর্ধভ,চালাকের বেশে আহাম্মক
সিংহভাগ,বেশিরভাগ
সিংহাবলোকন,অতীতের প্রতি দৃষ্টিপাত
সিদ্ধপুরুষ,অতি চতুর ব্যক্তি
সিদ্ধহস্ত,অত্যন্ত দক্ষ
সিদ্ধির ঝুলি,নানা বস্তুর আধার
সিন্দুকের কাছে ধার করা,সঠিক হিসাব রাখা
সিন্ধুতে বিন্দু,তিল পরিমাণ
সীতার অগ্নিপরীক্ষা,কঠিন পরিস্থিতি
সীমা-পরিসীমা,ইয়ত্তা
সুখ-তলা,জুতোর কোমল চামড়া
সুখে থাকতে ভূতে কিলায়,সুখে দুঃখ ডেকে আনা
সুখের কাঁটা,দুঃখ আনয়নকারী
সুখের পায়রা,সুসময়ের বন্ধু
সুগ্রীব দোসর,কুকাজের সঙ্গী
সুড়সুড় করে স্থানত্যাগ,নিঃশব্দে গমন
সুড়সুড়ি দেওয়া,কানভারি করা
সুতা হারানো,যুক্তি হারানো
সুধা পান,মদ্যপান
সুনসান,নিস্তব্ধ
সুন্দ-উপসুন্দের লড়াই,উভয়ের বিনাশের যুদ্ধ
সুপ্রভাত,শুভেচ্ছা জ্ঞাপন
সুবর্ণ সুযোগ,দুর্লভ সুযোগ
সুবহানাল্লাহ,আশ্চর্যজনক
সুর চড়ানো,স্বর উচ্চে তোলা
সুর বদলানো,মত পরিবর্তন
সুরত-হারাম,ধোঁকাবাজ
সুরত-হাল,প্রকৃত অবস্থা
সুরাসুরবোধ,ভালোমন্দের পার্থক্য
সুরে সুর মিলানো,সম্পূর্ণ সমর্থন
সুলুকসন্ধান,গোপন তথ্য
সুসংবাদ,অবাঞ্ছিত সংবাদ
সুস্থ দেহে সুস্থ মন,শারীরিক সুস্থতায় মানসিক সুস্থতা
সেটিং,গোপন বোঝাপড়া
সেতুবন্ধ,সংযোগ
সেয়ানা পাগল,কপট সাধু
সেয়ানে সেয়ানে কোলাকুলি,শঠের মৌখিক সদ্ভাব
সেরকে পশুরি চুরি,মারাত্মক চুরি
সেলাম করা,নতি স্বীকার
সেলাম বাজানো,বশ্যতা জ্ঞাপন
সেলামি,ঘুষ
সোজা আঙুলে ঘি বেড়োয় না,সহজে কার্যসিদ্ধি না
সোজা কথা,সরল কথা
সোজা করা,শায়েস্তা করা
সোজা দাঁড়ানো,সমানে দাঁড়ানো
সোজা রাস্তা,গলিঘুঁজিহীন রাস্তা
সোজা লোক,অকপট লোক
সোজাসাপটা,সহজ সরল
সোজাসুজি,সরাসরি
সোজা হয়ে দাঁড়ানো,মাথা তুলে দাঁড়ানো
সোনা ছেড়ে আঁচলে গেরো,মূল্যবান ফেলে সাধারণ গ্রহণ
সোনাদানা,মূল্যবান বস্তু
সোনায় সোহাগা,শুভ সংযোগ
সোনার কাঠি-রূপার কাঠি,বাঁচন-মরণের উপায়
সোনার ছেলে,আদরের সন্তান
সোনার থালায় ক্ষুদের জাউ,উৎকৃষ্টে নিকৃষ্ট মেলন
সোনার দাঁড়ে দাঁড়কাক,উৎকৃষ্টে নিকৃষ্ট
সোনার পাথরবাটি,অস্তিত্বহীন বস্তু
সোনার ফসল,উৎকৃষ্ট শস্য
সোনার লঙ্কা ছারখার,সংসারে আর্থিক বিপর্যয়
সোনার সংসার,সুখী সংসার
সোনার হরিণ,মিথ্যা আশা
সোনার হাঁস,অফুরন্ত সুখের উৎস
সোমত্ত মেয়ে,বিবাহযোগ্যা মেয়ে
সোলেনামা,আপোসের দলিল
স্ক্রু ঢিলা,পাগলাটে
স্টেটাস ক্যুও,স্থিতাবস্থা
স্থান-কাল-পাত্র,দেশ-সময়-পরিস্থিতি
স্থানে-অস্থানে,অনির্দিষ্ট স্থান
স্থূলস্কন্ধ,শক্তিশালী
স্নেহের পাত্র,আস্পদভাজন ব্যক্তি
স্মৃতিবিভ্রম,বিস্মরণ
স্মৃতিশক্তি,মনে রাখার ক্ষমতা
স্যাঁত-স্যাঁত,ঈষৎ সিক্ত
স্ট্রেট-কাট,অকপট
স্বখাত সলিল,নিজের ডাকা বিপদ
স্বগতোক্তি,গোপন উক্তি
স্বতঃসিদ্ধ,প্রমাণহীন সত্য
স্বতঃস্ফূর্ত,আপনা হতে
স্বপ্নেও না ভাবা,কল্পনার বাইরে
স্বভাব যায় না ম’লে,অপরিবর্তনীয় স্বভাব
স্বর্গ-মর্ত-পাতাল,সর্বত্র
স্বর্গরাজ্যে বিশৃঙ্খলা,সুখীদলে দ্বন্দ্ব
স্বর্গ হাতে পাওয়া,অপ্রত্যাশিত লাভ
স্বর্গে তুলে দেওয়া,অতিরিক্ত প্রশংসা
স্বর্গে বাতি দেওয়া,বংশ রক্ষা
স্বর্গের অপ্সরী,অতি সুন্দরী নারী
স্বর্গের সিঁড়ি করা,দীর্ঘসূত্রতা
স্বর্ণগর্ভা,সুসন্তানপ্রসবিনী
স্বর্ণপ্রতিমা,অতি সুন্দরী নারী
স্বর্ণপ্রসূ,অতিশয় উর্বরা
স্বর্ণমৃগ,মিথ্যা প্রলোভন
স্বস্তির নিশ্বাস ফেলা,বিপদ কাটার স্বস্তি
স্বীকারোক্তি,দোষ স্বীকার
স্রোতে গা ঢালা,নিশ্চেষ্ট থাকা
স্রোতের শ্যাওলা,আশ্রয়হীন ব্যক্তি
স্লথগতি,অতি ধীর গতি
হওয়া ভাতে কাঠি,নাম করার জন্য কর্তৃত্ব করা
হংসগদগদা,মধুরভাষিণী নারী
হংসমাঝে বক যথা,বিজ্ঞের দলে মূর্খ
হক কথা,যুক্তিসঙ্গত কথা
হকের ধন,ন্যায্য প্রাপ্য
হচপচ,জগাখিচুড়ি
হচ্ছে হবে,দীর্ঘসূত্রতা
হট করে,তাড়াহুড়ো করে
হট কেক,খুব চাহিদার জিনিস
হট্টগোল,চিৎকার ও কোলাহল
হট্টমন্দির,হাটের চালাঘর
হঠাৎ নবাব,আকস্মিক বড়লোক
হড়বড় করা,দ্রুত কথা বলা
হতচ্ছাড়া,ভাগ্যহীন ব্যক্তি
হতপ্রায়,প্রায় বিনষ্ট
হতবুদ্ধি,করণীয় স্থির করতে না পারা
হতভাগা,ভাগ্যহীন ব্যক্তি
হতোস্মি,দুঃখে খেদোক্তি
হত্যে দেওয়া,দীর্ঘক্ষণ অপেক্ষা করা
হদিস পাওয়া,সঠিক খোঁজ পাওয়া
হদ্দমুদ্দ,বড়োজোর
হদ্দ হওয়া,অত্যন্ত ক্লান্ত হওয়া
হন্তদন্ত,অতি ব্যস্ত ও উৎকণ্ঠিত
হন্নে হওয়া,ক্ষেপে যাওয়া
হবচন্দ্র,নিরেট মূর্খ
হবচন্দ্র রাজার গবচন্দ্র মন্ত্রী,অকর্মণ্যের অযোগ্য পরামর্শদাতা
হব-হব,আসন্ন অবস্থা
হবু ছেলের অন্নপ্রাসন,কাজ না জেনে প্রস্তুতি
হম্বিতম্বি করা,চিৎকার করে ভয় দেখানো
হ-য-ব-র-ল,বিশৃঙ্খল
হয়কে নয় করা,সত্যকে মিথ্যা প্রতিপন্ন করা
হয়-না-হয়,অনিশ্চয়তা
হয়-হয়,একান্ত আসন্ন
হয়রান পরেশান,ব্যর্থ পরিশ্রমে ক্লান্ত
হরকত,প্রতিবন্ধকতা
হরকরা,সংবাদবাহক
হরকিসিম,নানাবিধ
হরঘড়ি,অনবরত
হরফুনমৌলা,সবজান্তা
হরবোলা,পশুপাখির ডাক নকলকারী
হরি ঘোষের গোয়াল,অপদার্থের সমাবেশ
হরিজন,অস্পৃশ্য হিন্দু সম্প্রদায়
হরিণবাড়ী,জেলখানা
হরিণহৃদয়,ভীরু প্রকৃতির লোক
হরিদাস পাল,নগণ্য ব্যক্তি
হরিপ্রিয়া,লক্ষ্মীদেবী
হরিবাসর,অনশন
হরিভক্তি উবে যাওয়া,শ্রদ্ধা নষ্ট হওয়া
হরিমটর,উপবাস
হরির খুড়ো,দূরসম্পর্কীয় ব্যক্তি
হরির লুট,অবহেলায় অপচয়
হরিষে বিষাদ,আনন্দের মাঝে দুঃখ
হরিহর আত্মা,অভিন্ন হৃদয়ের বন্ধু
হরেদরে কাশ্যপ গোত্র,অজ্ঞাত পরিচয়
হরেদরে হাঁটুজল,কখনো লাভ কখনো ক্ষতি
হর্তাকর্তা বিধাতা,সর্বোচ্চ কর্তৃত্বের অধিকারী
হলদে চোখ,ঈর্ষাপরায়ণ দৃষ্টি
হলদে হওয়া,অত্যন্ত ভয় পাওয়া
হলফনামা,শপথপত্র
হলায় গলায়,অন্তরঙ্গ বন্ধুত্ব
হলুদ গুঁড়ো,সব ব্যাপারে উপস্থিত
হস্তিনী,ভারী শরীরের নারী
হস্তীমূর্খ,নিরেট মূর্খ
হাঁ করলেই বোঝা যায়,কথায় বক্তব্য বোঝা
হাঁ-করা ছেলে,বোকাসোকা ছেলে
হাঁ করে,অবাক হয়ে
হাঁকুপাঁকু,অতিশয় ব্যস্ততা
হাঁইফাঁই,অস্থির অবস্থা
হাইফাঁই ব্যাপার,উঁচুস্তরের ব্যাপার
হাঁউমাউ,একত্রে ক্রন্দন
হাঁকডাক,প্রভাব-প্রতিপত্তি
হাঁকাহাঁকি,চেঁচিয়ে ডাকাডাকি
হাঁটবার আগে হামাগুড়ি,শিক্ষানবিশী
হাঁটাহাঁটি,ইতস্তত ভ্রমণ
হাঁটু গাড়া,অধীনতা স্বীকার করা
হাঁটুজল,হাঁটু পর্যন্ত জল
হাঁটুজলে ডুবে মরা,সামান্য বিপদে নাজেহাল
হাঁটুর বয়স,নিতান্ত শিশু
হাঁড়িকুঁড়ি,মাটির জিনিসপত্র
হাঁড়িপানা,বিষণ্ণ মুখ
হাঁড়ি ভাঙা,গোপন তথ্য ফাঁস করা
হাঁড়িমুখ,গম্ভীর মুখ
হাঁড়ির খবর,গোপন কথা
হাঁড়ির ঢাকনা খোলা,গোপন তথ্য প্রকাশ
হাঁড়ির মুখের মত সরা,খারাপ বর-কনে
হাঁড়ির হাল,আর্থিক অবস্থা
হাঁদা,মূর্খ
হাঁদার দোসর ভোঁদা,দুজনই গবেট
হাঁপ ছাড়া,স্বস্তি পাওয়া
হাঁপ ধরা,শ্বাসকষ্ট শুরু
হাঁপা-হাঁপি,অতিশয় ব্যস্ততা
হাঁপাই হাঁপাই অবস্থা,প্রাণ যায় যায় অবস্থা
হাঁপাই ঝাঁপাই করা,অতিব্যস্ত হওয়া
হাঁ মুখ,অসতর্ক অবস্থা
হাঁসকল,কপাট ঝুলানোর লোহার কল
